"name","L1-dcache-load-misses","L1-dcache-loads","LLC-loads","branch-misses","branches","context-switches","cpu-migrations","cycles","instructions","page-faults","task-clock","opt"
"445.gobmk/patterns_transform.i",465138,16278867,,219024,14175363,0,0,13596768,41177588,1513,11.907728,"O0"
"445.gobmk/sgf_sgf_utils.i",664056,20899230,260426,424219,18595229,0,0,55634299,82022999,1594,16.406078,"O0"
"445.gobmk/sgf_sgfnode.i",2532747,67330923,671505,1727271,54710801,0,0,190085715,241559538,2368,56.011319,"O0"
"445.gobmk/sgf_sgftree.i",684710,20986960,282346,451760,18018862,0,0,59727184,96021037,1488,17.617693,"O0"
"445.gobmk/utils_getopt.i",1478467,34963063,356556,524524,29329218,0,0,82008635,132261524,2181,24.170484,"O0"
"445.gobmk/utils_getopt1.i",348987,13500475,,196990,12005553,0,0,13597609,47078270,1353,9.980822,"O0"
"445.gobmk/utils_gg_utils.i",642874,20171964,244651,459994,17406781,0,0,56188236,95525750,1486,16.563792,"O0"
"445.gobmk/utils_random.i",343964,13495478,,306220,12275759,0,0,13597105,46588020,1269,11.13889,"O0"
"450.soplex/changesoplex.ii",9976234,255432801,3152634,4120770,201875872,0,0,678829569,868830558,10560,204.143304,"O0"
"450.soplex/didxset.ii",4649495,131486727,1903110,1863560,106568824,0,0,376677021,474110512,7162,110.985625,"O0"
"450.soplex/dsvector.ii",5422146,143780402,1949172,2424414,121929150,0,0,393718958,510435162,7628,123.422043,"O0"
"450.soplex/dvector.ii",5498963,150362143,2115293,2609759,121944359,0,0,420875978,517614827,7590,125.990319,"O0"
"450.soplex/enter.ii",11961560,294272288,3458434,4987884,236124212,0,0,773870435,1030815264,11290,233.431739,"O0"
"450.soplex/example.ii",14380814,336182798,4642003,6480273,285373108,0,0,961678585,1226467018,13014,283.342549,"O0"
"450.soplex/factor.ii",9869079,278151765,2744042,3968971,229555079,0,0,678816448,994356736,9801,203.036228,"O0"
"450.soplex/forest.ii",6914647,188169224,2409333,2630603,155657175,0,0,488767949,685754025,8939,145.703377,"O0"
"450.soplex/idxset.ii",478141,16625142,263085,397433,12612874,0,0,40740325,42967702,1342,14.276092,"O0"
"450.soplex/leave.ii",11140685,271844270,3475727,4385992,213317090,0,0,725465099,951395408,10996,213.758369,"O0"
"450.soplex/lpcolset.ii",6548555,180027058,2323627,2942963,149224564,0,0,488753286,633245379,8599,148.86694,"O0"
"450.soplex/lprow.ii",4980493,140333685,1876602,2138898,115241541,0,0,393721177,504792824,7564,116.081077,"O0"
"450.soplex/lprowset.ii",6479892,177666144,2323939,2973327,149667888,0,0,488754411,626026206,8627,149.118055,"O0"
"450.soplex/message.ii",4031550,103766038,1460107,1499563,90377262,0,0,298691514,387165195,5618,88.299553,"O0"
"450.soplex/mpsinput.ii",6375437,172166587,2308909,2615797,141574942,0,0,488768336,628872136,9034,144.858604,"O0"
"450.soplex/nameset.ii",7921237,214345914,2694074,4251384,174330461,0,0,583784607,748474974,8663,178.161973,"O0"
"450.soplex/slufactor.ii",7609867,215960735,2645830,3486634,175068948,0,0,578062193,756709208,8841,170.323072,"O0"
"450.soplex/solve.ii",7620863,215743495,2524522,3298419,176699097,0,0,556942899,771666167,8741,164.101204,"O0"
"450.soplex/soplex.ii",15570431,376870977,5053127,7497612,306969069,0,0,1046540366,1341277648,12546,308.348189,"O0"
"450.soplex/spxaggregatesm.ii",9122560,229794338,3364609,4076362,198372239,0,0,653963498,854198004,10131,192.697027,"O0"
"450.soplex/spxbasis.ii",12382610,289126312,4060749,5998790,237049518,0,0,836370608,1043992756,11259,246.428674,"O0"
"450.soplex/spxbounds.ii",9386305,230241305,3239270,3741408,187846777,0,0,651444313,786295741,10252,191.937908,"O0"
"450.soplex/spxchangebasis.ii",9820302,249513451,3248493,4126364,195683949,0,0,678818460,825543203,10456,200.714175,"O0"
"450.soplex/spxdefaultpr.ii",8000456,204498219,2924253,3273125,166713596,0,0,580628505,725221494,9850,171.060275,"O0"
"450.soplex/spxdefaultrt.ii",9842575,248291626,3314797,3872937,193046832,0,0,669461586,828936803,10713,197.24461,"O0"
"450.soplex/spxdefines.ii",4419754,124652941,1792598,1724748,98899214,0,0,343301623,416277492,6801,101.160276,"O0"
