"name","L1-dcache-load-misses","L1-dcache-loads","LLC-loads","branch-misses","branches","context-switches","cpu-migrations","cycles","instructions","page-faults","task-clock","opt"
"429.mcf/pstart.i",569301,198024,362769,16377108,1,0,74421189,92202443,1545,40109451,22.233361,"O0"
"429.mcf/readmin.i",639796,242158,414092,21451387,1,0,88136692,110441155,1654,46359190,25.88493,"O0"
"429.mcf/treeup.i",630762,221118,334081,16436631,1,0,80115235,97982915,1630,43238085,23.702351,"O0"
"433.milc/addmat.i",403383,167550,246776,10859849,1,0,38391103,50495346,1314,14947917,12.506125,"O0"
"433.milc/addvec.i",410765,177278,243130,10724021,1,0,23437609,50241240,1310,14585647,11.829043,"O0"
"433.milc/byterevn.i",409722,211911,236066,10092834,1,0,23395010,46867359,1284,14492608,10.660645,"O0"
"433.milc/check_unitarity.i",638915,273830,408446,23035601,1,0,96999332,117177151,1857,52117090,27.822102,"O0"
"433.milc/clear_mat.i",409419,174930,252808,10681554,1,0,23569941,50020043,1309,14480391,11.697191,"O0"
"433.milc/clearvec.i",409276,179038,237368,10569788,1,0,23435249,49486430,1291,14483511,11.539022,"O0"
"433.milc/cmplx.i",413780,217733,230059,10081872,1,0,23703141,46883337,1318,14460466,10.744751,"O0"
"433.milc/com_vanilla.i",1122354,501576,913149,33155756,1,0,133157887,159486045,1880,69926019,40.317027,"O0"
"433.milc/control.i",611171,210805,353789,16231229,1,0,80876185,99772381,1615,43008775,23.994348,"O0"
